longitude,latitude,housing_age,total_rooms,households,median_income,house_value,ocean_proximity
-119.05,35.42,35,2353,455,2.325,63200,INLAND
-119.02,35.41,21,2534,517,2.0575,67000,INLAND
-119.02,35.41,41,2221,473,1.97,51900,INLAND
-119.03,35.41,37,1761,365,2.0331,53200,INLAND
-119.04,35.41,25,1577,309,3.0625,69400,INLAND
-119.02,35.41,31,2348,611,1.3222,51400,INLAND
-119.03,35.4,35,2608,583,2.1818,63500,INLAND
-119.04,35.41,20,3268,758,1.3587,67500,INLAND
-119.08,35.42,10,4159,591,5.5261,132000,INLAND
-119.07,35.42,19,3889,731,2.6812,107600,INLAND
-119.09,35.41,12,3449,551,5.6235,130600,INLAND
-119.11,35.42,52,154,16,10.0263,200000,INLAND
-119.09,35.43,28,254,37,4.8571,237500,INLAND
-119.05,35.4,18,1894,317,3.8611,126400,INLAND
-119.08,35.39,10,6435,1030,5.575,132200,INLAND
-119.01,35.4,11,8739,1919,1.7109,44600,INLAND
-119.01,35.39,29,1820,419,1.8289,59400,INLAND
-119.01,35.38,36,790,208,1.4427,50600,INLAND
-119.02,35.39,30,227,101,1.3527,60000,INLAND
-118.99,35.4,43,2225,374,4.0208,90400,INLAND
-118.99,35.4,48,1908,321,3.5714,84600,INLAND
-119,35.4,44,2250,379,4.3906,93900,INLAND
-119,35.39,42,2839,487,3.7708,79400,INLAND
-119,35.39,51,1373,300,2.8295,72100,INLAND
-118.97,35.41,36,1896,303,3.996,85500,INLAND
-118.97,35.4,34,1859,309,3.1906,76200,INLAND
-118.98,35.4,34,813,170,2.8393,69800,INLAND
-118.98,35.4,36,1443,259,2.9821,73100,INLAND
-118.98,35.4,36,1864,325,3.4205,76600,INLAND
-118.98,35.41,36,1482,274,3.875,94500,INLAND
-118.96,35.4,28,4667,841,3.2325,89000,INLAND
-118.96,35.41,29,3548,659,2.947,87100,INLAND
-118.95,35.4,23,4483,883,3.6875,101700,INLAND
-118.96,35.4,27,2473,427,3.5524,89100,INLAND
-118.96,35.39,23,5624,1042,3.1297,79000,INLAND
-118.96,35.38,34,2047,352,3.6734,92900,INLAND
-118.95,35.38,35,2220,373,3.5938,95200,INLAND
-118.96,35.38,41,2417,406,3.0568,85600,INLAND
-118.94,35.38,26,4800,743,3.7533,87000,INLAND
-118.95,35.38,30,2594,480,3.725,83100,INLAND
-118.92,35.38,33,3122,545,3.8307,70600,INLAND
-118.95,35.41,21,3999,688,3.875,99500,INLAND
-118.94,35.4,14,5548,935,4.2214,104600,INLAND
-118.94,35.39,27,3074,452,5.4592,139100,INLAND
-118.94,35.39,13,3137,397,7.7751,194100,INLAND
-118.9,35.41,6,4656,935,3.0938,100800,INLAND
-118.94,35.41,10,3216,483,6.3639,143000,INLAND
-118.91,35.4,10,3587,763,2.569,113000,INLAND
-118.87,35.37,14,2458,411,3.5441,87000,INLAND
-118.91,35.37,32,4121,721,3.3462,67600,INLAND
-118.88,35.34,20,1351,253,2.1111,105300,INLAND
-118.92,35.37,17,3589,640,2.4919,75700,INLAND
-118.93,35.37,34,2412,421,2.6903,62800,INLAND
-118.94,35.37,33,3372,704,2.0643,57600,INLAND
-118.94,35.37,23,1106,230,1.8523,59700,INLAND
-118.95,35.37,34,1672,349,2.1588,61300,INLAND
-118.94,35.37,37,1667,335,2.875,57400,INLAND
-118.95,35.37,37,1475,295,1.6728,55400,INLAND
-118.96,35.37,41,1463,318,1.7467,52400,INLAND
-118.96,35.37,40,1603,337,1.365,54300,INLAND
-118.97,35.39,38,2121,441,2.774,59500,INLAND
-118.97,35.38,32,1361,297,1.625,46800,INLAND
-118.98,35.38,39,1497,355,1.0648,50000,INLAND
-118.97,35.38,42,1185,299,0.9951,48000,INLAND
-118.97,35.37,41,2396,543,1.8819,58000,INLAND
-118.97,35.38,35,1673,413,1.375,57500,INLAND
-118.99,35.38,26,1317,304,1.4024,51000,INLAND
-118.99,35.38,30,1390,298,1.3451,57500,INLAND
-118.98,35.39,22,1812,420,1.4146,49100,INLAND
-118.98,35.38,24,1807,410,1.4786,54800,INLAND
-118.98,35.38,34,1020,228,1.625,50800,INLAND
-118.98,35.38,28,1171,273,0.8639,49400,INLAND
-118.99,35.39,39,2228,435,1.6009,48800,INLAND
-118.99,35.39,36,1438,341,1.8319,55400,INLAND
-118.99,35.39,52,2805,522,2.5083,70100,INLAND
-118.98,35.39,29,607,143,1.1875,50700,INLAND
-118.98,35.39,32,2620,684,1.2618,46900,INLAND
-119,35.37,41,303,80,2.2212,55500,INLAND
-118.99,35.37,36,832,174,1.4773,57400,INLAND
-118.99,35.37,38,918,222,1.7292,58100,INLAND
-118.98,35.37,35,825,181,1.1638,57900,INLAND
-118.97,35.37,52,425,97,1.4125,42500,INLAND
-119.01,35.38,44,434,86,1.1944,57500,INLAND
-119.01,35.38,52,114,26,1.075,67500,INLAND
-119.01,35.37,35,120,41,1.9125,47500,INLAND
-119.01,35.37,44,593,121,1.4779,66000,INLAND
-119.02,35.38,52,90,31,0.8054,60000,INLAND
-119.02,35.38,48,346,63,1.1875,63800,INLAND
-119.02,35.39,52,191,49,2.0455,72500,INLAND
-119.01,35.37,45,629,139,1.7321,84400,INLAND
-119.03,35.38,38,2122,410,3,91800,INLAND
-119.03,35.38,52,1695,260,2.7312,147100,INLAND
-119.03,35.37,52,1503,277,1.6786,126600,INLAND
-119.04,35.37,44,1618,300,2.875,82700,INLAND
-119.03,35.39,28,4513,763,2.9821,118700,INLAND
-119.04,35.36,36,1942,411,1.8362,66900,INLAND
-119.05,35.36,30,4635,754,3.6548,84700,INLAND
-119.05,35.36,16,4507,959,3.3261,118400,INLAND
-119.07,35.36,19,5254,831,4.6705,110700,INLAND
-119.08,35.36,12,6442,1092,4.5791,123400,INLAND
-119.06,35.36,9,1228,212,4.3482,95200,INLAND
-119.03,35.37,42,2508,442,2.6513,72300,INLAND
-119.03,35.36,41,1944,388,3.9097,81300,INLAND
-119.04,35.36,40,1533,306,3.0435,69500,INLAND
-119.04,35.37,46,1637,297,2.1818,75300,INLAND
-119.02,35.37,44,2687,549,1.7213,61600,INLAND
-119.02,35.36,48,1833,363,2.2827,70000,INLAND
-119.02,35.36,47,1631,315,2.5062,73700,INLAND
-119.03,35.36,41,2551,595,1.9671,76800,INLAND
-119.01,35.37,38,1702,366,1.8801,57800,INLAND
-119.01,35.36,38,1838,373,1.6797,60700,INLAND
-119.01,35.36,36,2658,529,1.2157,57000,INLAND
-119.01,35.36,24,1941,435,1.056,51600,INLAND
-119.01,35.37,33,821,172,1.2469,46700,INLAND
-119,35.36,40,850,186,0.9407,43600,INLAND
-119,35.36,39,896,197,1.25,42500,INLAND
-119,35.35,35,1164,284,1.4015,48700,INLAND
-119,35.36,35,1021,239,1.7375,48600,INLAND
-118.98,35.37,36,1562,329,0.9675,47100,INLAND
-118.98,35.36,29,1244,227,1.6981,49400,INLAND
-118.98,35.36,15,1482,279,1.2617,42700,INLAND
-118.99,35.36,18,1524,344,1.1136,47800,INLAND
-118.99,35.36,31,1498,340,1.2232,49300,INLAND
-118.94,35.36,19,2714,500,3.1281,76200,INLAND
-118.95,35.36,30,2294,482,2.1078,54700,INLAND
-118.96,35.37,32,1025,236,1.9612,53400,INLAND
-118.96,35.36,35,2285,480,2.4848,54000,INLAND
-118.97,35.37,34,1379,315,1.7197,48900,INLAND
-118.97,35.36,31,1418,312,1.5743,46700,INLAND
-118.95,35.32,29,3480,541,3.2738,78700,INLAND
-118.98,35.35,21,496,124,1.7614,33200,INLAND
-118.99,35.35,27,1615,332,1.6632,49800,INLAND
-118.99,35.33,36,1590,390,1.6786,52900,INLAND
-118.99,35.32,26,875,204,0.9288,36600,INLAND
-119,35.35,31,2931,588,2.2155,62100,INLAND
-118.99,35.35,32,1293,286,1.1786,45600,INLAND
-119.01,35.35,34,1354,304,2.1875,58000,INLAND
-119.01,35.34,44,1730,278,3.0208,63700,INLAND
-119.02,35.35,42,1239,272,1.983,63300,INLAND
-119.01,35.35,39,598,132,1.9125,57900,INLAND
-119.02,35.35,38,1472,282,2.2407,76000,INLAND
-119.02,35.34,38,1463,295,2.3125,65800,INLAND
-119.03,35.34,36,3474,616,2.7256,71900,INLAND
-119.03,35.35,34,1441,275,2.6875,73700,INLAND
-119.04,35.35,31,1607,307,2.5644,73000,INLAND
-119.04,35.35,27,4590,894,3.1753,85000,INLAND
-119.06,35.35,20,9351,1953,2.575,69900,INLAND
-119.05,35.34,14,3580,912,2.6637,175000,INLAND
-119.05,35.33,18,12707,2552,2.9438,87200,INLAND
-119.05,35.34,17,2387,423,4.0529,106200,INLAND
-119.07,35.35,24,4119,879,2.4123,86200,INLAND
-119.07,35.34,16,4201,724,4.8839,134100,INLAND
-119.12,35.33,4,8574,1444,5.1036,103400,INLAND
-119.1,35.35,5,4597,870,4.0327,131000,INLAND
-119.08,35.34,18,4070,540,10.5941,245800,INLAND
-119.08,35.35,20,892,135,7.1837,176300,INLAND
-119.09,35.35,14,2113,265,8.5325,224100,INLAND
-119.08,35.34,16,1535,236,5.4449,118500,INLAND
-119.08,35.34,15,1474,238,4.1528,130100,INLAND
-119.1,35.33,4,6640,902,6.759,170300,INLAND
-119.08,35.32,8,11609,2100,5.0012,106300,INLAND
-119.09,35.33,9,7085,1052,4.997,142900,INLAND
-119.06,35.32,15,3944,757,3.569,70700,INLAND
-119.07,35.33,13,9027,1797,3.406,100700,INLAND
-119.06,35.33,14,5264,1049,3.8117,82800,INLAND
-119.02,35.34,34,2861,486,3.4286,71400,INLAND
-119.02,35.33,26,3691,827,2.1553,84700,INLAND
-119.03,35.33,21,3057,680,2.7083,84700,INLAND
-119.03,35.34,34,2221,408,3.0486,68500,INLAND
-119.01,35.34,36,973,187,1.5625,46700,INLAND
-119.01,35.33,42,1120,213,1.5429,39400,INLAND
-119,35.33,35,991,207,1.9417,53800,INLAND
-119.01,35.33,32,3068,607,2.4234,63700,INLAND
-119.02,35.33,35,2053,387,2.75,65800,INLAND
-119.02,35.34,35,1650,343,1.5357,56500,INLAND
-118.99,35.32,35,1576,282,1.6575,59500,INLAND
-118.99,35.3,33,2248,405,2.9402,56200,INLAND
-119,35.31,37,1337,273,1.6522,53300,INLAND
-119.09,35.3,3,2821,495,3.6852,109800,INLAND
-119.04,35.32,20,37,8,1.2,50000,INLAND
-119.05,35.32,11,7035,1387,3.4827,93600,INLAND
-119.04,35.31,11,2161,388,4.1957,92700,INLAND
-119.03,35.32,12,2721,523,2.5575,100200,INLAND
-119.02,35.32,14,2927,561,3.3529,82600,INLAND
-119.05,35.3,9,10822,1906,4.0631,88200,INLAND
-119.03,35.3,10,829,173,4.1484,102900,INLAND
-119.02,35.3,10,7397,1310,3.6369,81600,INLAND
-119.01,35.32,23,4870,928,2.596,70000,INLAND
-119.01,35.31,19,7092,1436,2.1006,74800,INLAND
-119.01,35.3,7,8596,1520,3.9054,80900,INLAND
-119.07,35.27,25,3081,591,2.5804,97900,INLAND
-119.13,35.22,5,6268,980,5.1457,118200,INLAND
-119.01,35.24,6,80,21,3.125,65000,INLAND
-119.01,35.28,10,7011,1307,2.7659,77500,INLAND
-118.99,35.24,40,282,71,2.35,91700,INLAND
-118.99,35.27,32,444,87,1.1528,150000,INLAND
-118.93,34.82,24,806,136,3.5,113900,INLAND
-118.95,34.83,18,3278,550,2.9891,116500,INLAND
-118.95,34.81,30,2817,412,3.1364,123500,INLAND
-119.15,34.83,6,8733,736,4.5724,168400,INLAND
-119.16,34.95,14,4054,579,3.0882,148200,INLAND
-118.93,34.82,8,508,84,4.0332,128300,INLAND
-119.4,35.06,21,2213,440,2.9187,52100,INLAND
-119.45,35.07,45,973,177,2.6389,30000,INLAND
-119.42,35.19,26,890,170,4.15,68200,INLAND
-119.5,35.27,23,3827,617,3.0742,57900,INLAND
-119.48,35.17,36,116,18,3.125,37500,INLAND
-119.45,35.16,34,3437,608,2.3912,52900,INLAND
-119.46,35.17,40,4164,773,2.8323,50800,INLAND
-119.46,35.14,30,2943,584,2.5313,45800,INLAND
-119.47,35.14,19,4190,702,3.9929,88300,INLAND
-119.45,35.15,33,5050,919,3.1592,75400,INLAND
-119.45,35.13,34,1440,294,2.3013,26600,INLAND
-119.46,35.13,46,2745,482,2.1955,26900,INLAND
-119.47,35.13,44,4599,831,2.9952,63800,INLAND
-119.47,35.4,32,2167,394,1.9718,69800,INLAND
-119.42,35.4,24,2585,424,2.8452,104700,INLAND
-119.12,35.41,12,5589,917,4.4561,96900,INLAND
-119.11,35.39,22,984,170,3.25,88900,INLAND
-119.12,35.39,13,1264,187,4.5903,94300,INLAND
-119.19,35.41,12,2835,413,4.4125,149000,INLAND
-119.2,35.37,6,7383,1059,5.3119,157300,INLAND
-119.12,35.38,18,1521,279,4.4196,121000,INLAND
-119.11,35.38,37,2044,359,2.9453,82800,INLAND
-119.12,35.37,13,4527,671,4.8266,146200,INLAND
-119.18,35.5,36,1253,249,2.1635,110400,INLAND
-119.28,35.52,36,786,134,2.2321,37500,INLAND
-119.27,35.49,39,2649,547,2.3533,65400,INLAND
-119.26,35.5,38,2536,430,4.2375,78600,INLAND
-119.27,35.5,34,1367,319,2.8269,61100,INLAND
-119.27,35.51,28,1089,190,3.2279,95800,INLAND
-119.28,35.5,34,1923,351,2.4044,65800,INLAND
-119.28,35.5,28,3107,738,1.6944,58600,INLAND
-119.27,35.5,21,2171,450,1.7105,52100,INLAND
-119.38,35.49,34,2304,403,2.2071,64600,INLAND
-119.34,35.6,16,1584,268,2.4961,58800,INLAND
-119.36,35.55,29,510,73,2.7,125000,INLAND
-119.35,35.58,13,1657,376,1.1903,63200,INLAND
-119.34,35.59,33,3240,616,2.3934,71900,INLAND
-119.34,35.6,33,2143,509,1.9362,59000,INLAND
-119.33,35.6,32,2703,675,1.4619,60500,INLAND
-119.35,35.59,14,2719,457,3.176,71800,INLAND
-119.33,35.59,20,3085,676,1.7868,54100,INLAND
-119.69,35.62,18,820,207,2.1186,47500,INLAND
-119.77,35.65,21,2403,415,2.6066,80000,INLAND
-119.14,35.76,30,735,113,2.5625,156300,INLAND
-119.29,35.76,15,3938,768,2.1295,59800,INLAND
-119.19,35.64,29,1476,205,2.6726,83300,INLAND
-119.24,35.68,21,1885,388,2.5208,58500,INLAND
-119.22,35.68,16,2874,651,1.8843,55200,INLAND
-119.24,35.67,32,3216,709,2.0025,54700,INLAND
-119.25,35.78,27,1513,323,2.7411,59800,INLAND
-119.25,35.77,35,1618,398,1.6786,56500,INLAND
-119.25,35.76,36,2332,610,1.6045,57300,INLAND
-119.25,35.75,36,1598,417,1.517,52100,INLAND
-119.25,35.79,8,3271,688,1.7418,62200,INLAND
-119.25,35.78,35,1927,414,2.2981,69900,INLAND
-119.23,35.78,8,1612,330,2.1806,67200,INLAND
-119.23,35.79,31,2862,600,2.3125,62100,INLAND
-119.24,35.77,28,1737,514,1.7813,67800,INLAND
-119.23,35.77,36,3225,593,2.4044,72500,INLAND
-119.23,35.74,16,2275,614,2.033,68400,INLAND
-119.23,35.77,26,2636,485,4.1917,84000,INLAND
-118.92,35.47,6,1755,254,6.2885,216400,INLAND
-119.01,35.44,20,3458,621,2.5806,82500,INLAND
-118.93,35.44,13,1439,227,6.1563,204200,INLAND
-118.31,35.74,18,2327,335,1.8419,92300,INLAND
-118.06,35.68,15,1962,321,2.25,67500,INLAND
-118.44,35.75,23,3166,493,2.6288,96000,INLAND
-118.47,35.72,18,4754,690,2.0694,81200,INLAND
-118.5,35.7,18,3303,522,1.5957,101400,INLAND
-118.59,35.72,28,1491,48,1.4205,90000,INLAND
-118.87,35.65,33,1504,223,3.4792,94600,INLAND
-118.23,35.48,17,2354,380,1.8369,59400,INLAND
-118.33,35.64,15,2966,465,1.5667,72500,INLAND
-118.41,35.63,15,5907,1001,2.3125,96900,INLAND
-118.45,35.62,18,2304,390,1.4141,75800,INLAND
-118.47,35.64,17,2248,427,1.3023,68500,INLAND
-118.48,35.61,17,4002,731,1.6236,67300,INLAND
-118.45,35.58,16,5396,807,1.8819,69700,INLAND
-118.61,35.47,13,2267,276,2.5474,78400,INLAND
-117.73,35.73,35,2916,432,3.625,55000,INLAND
-117.66,35.63,33,2579,431,2.0441,42100,INLAND
-117.67,35.65,18,2737,533,2.8,72000,INLAND
-117.68,35.65,15,2701,513,3.3269,81900,INLAND
-117.69,35.65,5,1131,232,4.0167,87500,INLAND
-117.7,35.64,8,2683,399,5.8625,109400,INLAND
-117.68,35.64,15,3253,586,5.2043,95700,INLAND
-117.67,35.64,6,2115,337,6.1935,115700,INLAND
-117.67,35.63,32,3661,706,3.0687,63500,INLAND
-117.68,35.63,18,4334,661,6.0653,105300,INLAND
-117.69,35.63,5,3151,428,5.5773,109000,INLAND
-117.7,35.62,18,2657,483,3.5931,71900,INLAND
-117.68,35.61,9,4241,742,3.5988,84500,INLAND
-117.68,35.6,12,1678,281,6.0532,102800,INLAND
-117.7,35.6,16,2678,487,3.858,70200,INLAND
-117.68,35.62,30,2994,581,2.1458,52400,INLAND
-117.64,35.61,10,2656,501,4.25,83200,INLAND
-117.66,35.62,11,5897,1072,4.15,85700,INLAND
-117.66,35.61,5,5735,862,4.8494,87200,INLAND
-117.66,35.6,14,1740,317,2.5812,91700,INLAND
-117.76,35.63,12,2014,356,3.9261,101300,INLAND
-117.68,35.55,9,3811,568,5.5551,142500,INLAND
-117.81,35.65,19,1124,261,1.8984,54300,INLAND
-117.87,35.73,13,2566,414,4.1518,91800,INLAND
-117.84,35.54,11,1751,296,5.0762,98000,INLAND
-117.74,35.65,15,2357,442,3.1755,81700,INLAND
-117.84,35.35,28,1913,371,1.9962,50800,INLAND
-118,35.05,21,1739,362,3.4015,86500,INLAND
-117.82,35.03,30,2555,467,3.3693,71800,INLAND
-117.76,35.22,4,18,6,1.625,275000,INLAND
-117.79,35.21,4,2,2,2.375,137500,INLAND
-118.01,35.12,15,1926,316,3.3889,68500,INLAND
-117.98,35.13,5,4849,847,3.5391,81900,INLAND
-117.95,35.13,4,2630,422,4.25,104400,INLAND
-117.95,35.08,1,83,15,4.875,141700,INLAND
-117.98,35.1,4,923,135,4.5724,84500,INLAND
-117.99,35.16,15,2180,370,2.875,87800,INLAND
-118.27,34.92,20,873,159,2.9583,91700,INLAND
-118.34,34.86,11,7353,1308,2.8097,130000,INLAND
-117.68,35.03,28,2969,570,3.4338,54900,INLAND
-117.68,34.99,33,1589,272,4.2292,64400,INLAND
-117.65,35,36,1184,241,1.9107,39800,INLAND
-118.15,34.86,10,4597,821,2.6149,83500,INLAND
-118.17,34.87,9,1507,278,3.0184,87900,INLAND
-118.19,34.87,2,2103,338,5.0553,111100,INLAND
-118.17,34.86,21,2370,554,2.7361,83300,INLAND
-118.15,35.06,15,1069,263,2.0441,73300,INLAND
-118.16,35.05,44,1297,278,2.5875,68900,INLAND
-118.19,35.05,14,2992,526,3.7452,83200,INLAND
-118.15,35.04,29,1671,337,2.16,56800,INLAND
-118.51,35.16,7,4371,654,4.625,136800,INLAND
-118.66,35.2,7,9664,1370,4.0581,162900,INLAND
-118.34,35.27,10,2939,446,2.3917,79000,INLAND
-118.48,35.14,4,8417,1468,3.6949,115800,INLAND
-118.61,35.08,6,3660,482,3.4911,137200,INLAND
-118.61,34.99,11,4031,564,3.8917,120800,INLAND
-118.46,35.13,19,3109,620,2.6417,94900,INLAND
-118.46,35.12,16,4084,668,3.2405,85500,INLAND
-118.43,35.12,8,1968,360,3.2632,99800,INLAND
-118.44,35.13,34,1170,266,1.7917,80000,INLAND
-118.44,35.13,21,1899,391,1.8636,67900,INLAND
-118.91,35.3,28,1793,351,2.7845,82200,INLAND
-118.95,35.26,24,1341,184,4,94500,INLAND
-118.83,35.27,33,1190,196,2.6302,81300,INLAND
-118.92,35.13,29,1297,253,1.9236,106300,INLAND
-118.85,35.23,26,1639,395,1.7656,68000,INLAND
-118.82,35.23,31,2358,574,1.9688,53900,INLAND
-118.83,35.2,17,1959,453,2.1357,53500,INLAND
-118.82,35.2,34,2185,455,2.1136,57300,INLAND
-118.85,35.2,17,2783,641,1.9907,51200,INLAND
-118.91,35.27,29,1401,306,2.0921,61400,INLAND
-118.9,35.26,31,6145,1457,1.9066,54600,INLAND
-118.92,35.26,20,3815,920,2.0174,63700,INLAND
-118.91,35.24,29,2888,699,1.7716,45500,INLAND
-119.69,36.41,38,1016,187,2.2885,75000,INLAND
-119.57,36.44,30,1860,347,3.4926,94200,INLAND
-119.55,36.37,26,1912,311,3.0375,126300,INLAND
-119.69,36.38,25,1688,277,3.3214,103100,INLAND
-119.78,36.37,41,831,146,3.1406,100000,INLAND
-119.83,36.37,25,1549,272,2.7159,101400,INLAND
-119.87,36.34,26,1414,249,2.9167,83900,INLAND
-119.93,36.32,25,8363,1580,2.0285,106300,INLAND
-119.79,36.32,19,3252,607,3.0667,75800,INLAND
-119.77,36.32,14,3400,612,3.9926,92500,INLAND
-119.78,36.31,14,1287,269,3.1667,126400,INLAND
-119.77,36.31,14,3677,785,2.6218,69100,INLAND
-119.79,36.31,25,4984,961,2.2937,72300,INLAND
-119.77,36.3,24,2202,439,2.1038,62000,INLAND
-119.78,36.3,30,1846,352,2.1681,66600,INLAND
-119.79,36.3,16,1717,289,4.3438,93100,INLAND
-119.79,36.29,6,1265,246,4.2917,104200,INLAND
-119.82,36.32,18,942,174,2.0673,87500,INLAND
-119.78,36.33,16,1006,200,3.2386,112500,INLAND
-119.78,36.27,29,1871,309,4.5714,100800,INLAND
-119.8,36.29,7,479,103,5.1728,107500,INLAND
-119.81,36.28,24,544,106,3.1071,56100,INLAND
-119.72,36.34,33,1287,210,3.2019,112500,INLAND
-119.72,36.32,40,1185,256,2.2721,52600,INLAND
-119.7,36.32,40,1178,187,2.6477,43500,INLAND
-119.73,36.31,20,2440,400,2.8281,60200,INLAND
-119.7,36.3,10,956,220,2.2895,62000,INLAND
-119.67,36.35,10,1090,158,4.9432,118800,INLAND
-119.65,36.37,4,3725,600,3.5486,148000,INLAND
-119.65,36.35,21,1745,292,4.3911,107900,INLAND
-119.65,36.35,38,3148,537,2.8788,85500,INLAND
-119.66,36.35,15,1724,391,3.1094,91900,INLAND
-119.64,36.36,13,2360,312,5.2134,97400,INLAND
-119.64,36.35,23,3182,585,3.8108,90400,INLAND
-119.63,36.35,4,1684,324,4.2396,90600,INLAND
-119.62,36.35,10,3674,718,2.6145,80300,INLAND
-119.64,36.35,30,1765,298,2.8125,70200,INLAND
-119.63,36.34,26,1463,219,3.5536,71400,INLAND
-119.63,36.33,14,2928,559,1.8385,67500,INLAND
-119.61,36.33,32,1492,264,3.0139,61500,INLAND
-119.63,36.32,36,1518,255,2.2333,61000,INLAND
-119.66,36.34,32,1338,286,2.6397,59700,INLAND
-119.65,36.34,46,1730,323,1.8529,67200,INLAND
-119.65,36.34,47,1869,315,3.0846,76100,INLAND
-119.64,36.34,32,2958,627,1.8606,56700,INLAND
-119.64,36.33,41,3095,721,1.4524,51700,INLAND
-119.65,36.33,52,1257,243,2.3523,59100,INLAND
-119.65,36.33,47,1059,241,1.3882,53800,INLAND
-119.68,36.32,26,592,116,1.7596,120800,INLAND
-119.67,36.33,19,1241,237,2.9375,81700,INLAND
-119.66,36.33,16,2048,388,4.0909,92800,INLAND
-119.66,36.33,10,1623,395,1.4194,58100,INLAND
-119.66,36.32,24,2652,445,2.3256,56800,INLAND
-119.68,36.32,28,1325,240,2.5833,54400,INLAND
-119.68,36.31,12,2739,498,2.9936,60600,INLAND
-119.66,36.3,18,1147,212,3.3681,70500,INLAND
-119.65,36.32,11,1294,290,1.5433,50400,INLAND
-119.64,36.32,32,2205,479,1.3569,43100,INLAND
-119.65,36.3,28,941,180,2.3466,53400,INLAND
-119.64,36.31,27,1513,284,1.5909,50100,INLAND
-119.61,36.31,25,1847,353,1.8839,46300,INLAND
-119.57,36.27,20,2673,449,2.625,97400,INLAND
-119.69,36.25,35,2011,300,2.395,94100,INLAND
-119.63,36.18,23,207,50,2.4286,100000,INLAND
-119.59,36.11,32,752,155,2.25,50000,INLAND
-119.57,36.09,6,2015,319,2.3889,53200,INLAND
-119.58,36.1,21,1382,355,1.3967,46500,INLAND
-119.56,36.1,29,424,73,1.5313,43800,INLAND
-119.56,36.1,25,1093,252,2.13,50800,INLAND
-119.56,36.09,35,1648,265,3.2847,64700,INLAND
-119.56,36.09,14,1267,279,1.85,52300,INLAND
-119.56,36.08,37,766,190,1.6607,42100,INLAND
-119.58,36.11,21,2004,398,2.2169,61600,INLAND
-119.57,36.1,16,1461,384,1.5727,54800,INLAND
-119.57,36.1,36,1729,278,3.5313,68800,INLAND
-119.57,36.1,37,1676,274,2.0595,60700,INLAND
-119.74,36.15,21,1548,306,2.4688,61300,INLAND
-119.9,36.2,43,187,40,1.875,137500,INLAND
-119.82,36.19,33,1293,229,2.0221,52200,INLAND
-119.99,36.09,23,333,55,0.4999,100000,INLAND
-119.96,35.99,25,1047,286,2.0976,47700,INLAND
-119.8,36.02,20,156,37,3.05,225000,INLAND
-120.14,36.04,27,2533,461,2.9708,60900,INLAND
-120.12,36.01,18,1165,308,2.2167,48500,INLAND
-120.14,36,33,1726,388,2.0335,43900,INLAND
-120.12,35.99,7,2049,422,2.25,56200,INLAND
-120.13,35.87,26,48,8,2.375,71300,INLAND
-120,35.91,16,259,38,3.125,62500,INLAND
-122.89,39.42,16,411,19,0.4999,73500,INLAND
-122.9,39.23,39,1295,179,3.9519,98900,INLAND
-122.91,39.18,43,89,27,2.0208,72500,INLAND
-122.91,39.17,44,202,39,4.35,68300,INLAND
-122.9,39.17,45,1314,232,2.575,73600,INLAND
-122.88,39.14,20,1125,196,2.2188,106300,INLAND
-122.95,39.13,17,380,72,3.25,137500,INLAND
-122.89,39.11,10,1588,254,2.2551,71100,INLAND
-122.9,39.09,15,2483,380,1.9141,143200,INLAND
-122.92,39.08,24,341,57,4,166300,INLAND
-122.94,39.1,18,681,105,2.8906,140600,INLAND
-122.91,39.07,21,2202,381,2.4423,102300,INLAND
-122.91,39.06,21,1236,261,1.939,100300,INLAND
-122.92,39.05,16,1548,250,3.5652,119000,INLAND
-122.91,39.05,20,1128,210,3.2216,93500,INLAND
-122.92,39.05,38,3131,568,2.5457,80700,INLAND
-122.91,39.05,27,789,108,3.7667,95000,INLAND
-122.91,39.03,14,2374,427,1.3532,95800,INLAND
-122.7,39.14,13,532,62,3.3929,108300,INLAND
-122.87,39.13,15,1927,321,1.6369,86500,INLAND
-122.86,39.08,24,3127,448,2.0417,78800,INLAND
-122.83,39.09,26,2191,371,1.4679,94700,INLAND
-122.79,39.09,20,1798,331,1.625,66800,INLAND
-122.8,39.08,17,1880,342,1.4676,65000,INLAND
-122.79,39.08,23,952,128,1.5208,89000,INLAND
-122.78,39.05,15,1601,269,2.6181,108900,INLAND
-122.53,39.09,11,1264,177,1.3,69700,INLAND
-122.69,39.04,9,254,29,2.7639,112500,INLAND
-122.73,39.04,23,1618,244,1.9833,111500,INLAND
-122.69,39.02,27,2199,316,2.1094,72400,INLAND
-122.66,39.03,27,1446,255,1.165,53300,INLAND
-122.66,39.02,16,3715,510,1.7446,109400,INLAND
-122.7,39,18,793,59,2.3125,162500,INLAND
-122.7,38.99,18,1177,105,2.3558,134700,INLAND
-122.65,38.99,16,4279,666,1.8571,75900,INLAND
-122.52,38.99,16,975,155,1.6607,77800,INLAND
-122.68,38.98,27,2300,254,2.1838,109700,INLAND
-122.65,38.97,32,1856,292,1.1912,60000,INLAND
-122.63,38.96,17,1708,312,1.75,64000,INLAND
-122.62,38.95,19,2230,359,1.6865,58800,INLAND
