year,age,sex,maritl,race,education,wage
2004,33,1. Male,5. Separated,2. Black,3. Some College,98.59934386
2009,53,1. Male,2. Married,1. White,4. College Grad,141.7751723
2009,43,1. Male,2. Married,3. Asian,4. College Grad,123.0896998
2004,36,1. Male,2. Married,1. White,4. College Grad,94.65402038
2004,38,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2003,58,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2004,45,1. Male,2. Married,1. White,4. College Grad,123.0896998
2005,34,1. Male,1. Never Married,2. Black,2. HS Grad,94.5960991
2007,30,1. Male,2. Married,1. White,4. College Grad,127.1157438
2008,21,1. Male,1. Never Married,1. White,2. HS Grad,29.3769761
2003,39,1. Male,2. Married,1. White,4. College Grad,129.4536446
2006,28,1. Male,1. Never Married,2. Black,3. Some College,109.8339856
2008,54,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2007,24,1. Male,1. Never Married,1. White,3. Some College,90.48191336
2005,57,1. Male,2. Married,1. White,5. Advanced Degree,70.81503862
2003,48,1. Male,5. Separated,2. Black,2. HS Grad,95.23071257
2004,31,1. Male,2. Married,1. White,3. Some College,109.8339856
2006,47,1. Male,1. Never Married,1. White,5. Advanced Degree,182.020621
2004,44,1. Male,2. Married,1. White,4. College Grad,160.6424754
2004,30,1. Male,1. Never Married,1. White,2. HS Grad,70.47601965
2003,41,1. Male,1. Never Married,1. White,4. College Grad,130.9821774
2008,26,1. Male,1. Never Married,1. White,4. College Grad,105.9278108
2009,32,1. Male,1. Never Married,3. Asian,3. Some College,109.8339856
2009,39,1. Male,2. Married,1. White,2. HS Grad,97.4710061
2004,42,1. Male,2. Married,2. Black,3. Some College,111.7208494
2005,24,1. Male,1. Never Married,1. White,4. College Grad,172.2172655
2006,44,1. Male,4. Divorced,1. White,5. Advanced Degree,129.4536446
2006,30,1. Male,1. Never Married,3. Asian,4. College Grad,127.1157438
2006,58,1. Male,2. Married,1. White,4. College Grad,134.7053751
2008,33,1. Male,1. Never Married,1. White,2. HS Grad,94.07271475
2008,56,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2005,28,1. Male,2. Married,1. White,3. Some College,96.93409046
2008,41,1. Male,2. Married,3. Asian,5. Advanced Degree,276.7784133
2009,22,1. Male,2. Married,1. White,3. Some College,32.36641317
2004,37,1. Male,4. Divorced,1. White,3. Some College,84.45025367
2006,18,1. Male,1. Never Married,1. White,1. < HS Grad,65.11085372
2004,37,1. Male,1. Never Married,1. White,4. College Grad,84.7183897
2007,43,1. Male,2. Married,1. White,4. College Grad,167.7065756
2008,49,1. Male,2. Married,2. Black,2. HS Grad,94.07271475
2005,36,1. Male,2. Married,1. White,4. College Grad,134.7053751
2007,47,1. Male,2. Married,2. Black,5. Advanced Degree,81.28325328
2003,52,1. Male,2. Married,1. White,4. College Grad,134.7053751
2009,34,1. Male,2. Married,1. White,3. Some College,114.4757133
2004,62,1. Male,2. Married,1. White,4. College Grad,130.9821774
2007,44,1. Male,2. Married,1. White,1. < HS Grad,104.9215065
2005,48,1. Male,2. Married,1. White,1. < HS Grad,152.2168068
2007,51,1. Male,2. Married,1. White,2. HS Grad,124.7204462
2009,35,1. Male,1. Never Married,1. White,4. College Grad,148.4131591
2003,42,1. Male,2. Married,1. White,2. HS Grad,89.24288466
2005,34,1. Male,1. Never Married,1. White,4. College Grad,82.6796373
2003,50,1. Male,2. Married,3. Asian,4. College Grad,94.07271475
2006,50,1. Male,4. Divorced,1. White,4. College Grad,153.4575153
2004,55,1. Male,2. Married,1. White,4. College Grad,46.7632688
2009,56,1. Male,2. Married,1. White,2. HS Grad,129.4536446
2005,50,1. Male,2. Married,1. White,2. HS Grad,130.9821774
2009,44,1. Male,2. Married,1. White,4. College Grad,94.07271475
2005,30,1. Male,2. Married,1. White,4. College Grad,99.6894637
2005,34,1. Male,2. Married,1. White,4. College Grad,128.6804882
2007,50,1. Male,4. Divorced,1. White,2. HS Grad,73.77574327
2004,51,1. Male,2. Married,1. White,4. College Grad,110.7826503
2003,53,1. Male,2. Married,2. Black,3. Some College,99.6894637
2004,40,1. Male,1. Never Married,2. Black,5. Advanced Degree,91.69922611
2006,34,1. Male,2. Married,1. White,2. HS Grad,82.6796373
2006,36,1. Male,2. Married,1. White,3. Some College,118.8843593
2005,44,1. Male,2. Married,1. White,3. Some College,148.4131591
2008,54,1. Male,2. Married,3. Asian,2. HS Grad,95.23071257
2008,36,1. Male,2. Married,1. White,4. College Grad,163.515864
2006,62,1. Male,2. Married,1. White,5. Advanced Degree,279.501782
2008,33,1. Male,1. Never Married,1. White,5. Advanced Degree,114.4757133
2004,44,1. Male,1. Never Married,1. White,2. HS Grad,102.8702469
2005,80,1. Male,1. Never Married,1. White,2. HS Grad,87.98103279
2005,45,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2008,58,1. Male,4. Divorced,1. White,4. College Grad,70.47601965
2004,51,1. Male,2. Married,1. White,3. Some College,101.8243521
2005,60,1. Male,2. Married,1. White,3. Some College,277.6014175
2007,33,1. Male,2. Married,1. White,1. < HS Grad,87.98103279
2006,28,1. Male,1. Never Married,1. White,3. Some College,104.9215065
2004,37,1. Male,2. Married,1. White,4. College Grad,127.1157438
2006,56,1. Male,2. Married,1. White,3. Some College,99.6894637
2009,59,1. Male,2. Married,1. White,5. Advanced Degree,171.7651326
2004,56,1. Male,2. Married,1. White,2. HS Grad,75.04315402
2003,34,1. Male,2. Married,1. White,1. < HS Grad,72.15045568
2004,37,1. Male,1. Never Married,1. White,2. HS Grad,34.60741773
2009,36,1. Male,2. Married,1. White,4. College Grad,94.07271475
2008,45,1. Male,2. Married,1. White,4. College Grad,176.9896505
2006,36,1. Male,2. Married,1. White,5. Advanced Degree,140.3982002
2008,23,1. Male,1. Never Married,1. White,3. Some College,27.14057921
2003,56,1. Male,2. Married,1. White,2. HS Grad,127.1157438
2005,33,1. Male,2. Married,1. White,3. Some College,114.4757133
2009,48,1. Male,2. Married,3. Asian,1. < HS Grad,127.1157438
2008,28,1. Male,1. Never Married,1. White,2. HS Grad,82.6796373
2008,37,1. Male,2. Married,1. White,3. Some College,101.8243521
2006,56,1. Male,2. Married,1. White,2. HS Grad,86.69515483
2005,22,1. Male,1. Never Married,1. White,3. Some College,63.188861
2007,60,1. Male,2. Married,1. White,2. HS Grad,114.9265218
2009,30,1. Male,1. Never Married,1. White,4. College Grad,81.28325328
2003,50,1. Male,2. Married,1. White,2. HS Grad,101.8243521
2003,38,1. Male,2. Married,1. White,5. Advanced Degree,101.8243521
2009,55,1. Male,2. Married,1. White,5. Advanced Degree,103.181327
2006,26,1. Male,2. Married,1. White,4. College Grad,113.5670896
2006,39,1. Male,2. Married,1. White,3. Some College,148.4131591
2003,42,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2007,71,1. Male,2. Married,2. Black,4. College Grad,105.6914475
2008,33,1. Male,2. Married,1. White,3. Some College,128.6804882
2004,49,1. Male,1. Never Married,1. White,2. HS Grad,51.75144037
2005,45,1. Male,2. Married,1. White,3. Some College,81.28325328
2004,41,1. Male,2. Married,1. White,5. Advanced Degree,158.2946214
2005,59,1. Male,4. Divorced,1. White,1. < HS Grad,54.1212054
2004,33,1. Male,2. Married,1. White,4. College Grad,127.1157438
2009,47,1. Male,1. Never Married,4. Other,1. < HS Grad,71.68674367
2006,34,1. Male,2. Married,1. White,3. Some College,145.1436012
2007,23,1. Male,2. Married,2. Black,3. Some College,94.07271475
2009,32,1. Male,2. Married,1. White,2. HS Grad,127.901233
2009,30,1. Male,2. Married,1. White,4. College Grad,102.8702469
2006,54,1. Male,2. Married,2. Black,2. HS Grad,89.49247952
2009,46,1. Male,2. Married,1. White,3. Some College,104.9215065
2005,52,1. Male,2. Married,1. White,4. College Grad,137.5901428
2008,50,1. Male,2. Married,1. White,2. HS Grad,176.9896505
2007,57,1. Male,2. Married,1. White,2. HS Grad,97.49329405
2005,46,1. Male,2. Married,1. White,3. Some College,100.7642728
2005,30,1. Male,1. Never Married,1. White,3. Some College,81.28325328
2006,32,1. Male,1. Never Married,1. White,3. Some College,56.90553914
2008,53,1. Male,2. Married,1. White,3. Some College,105.9278108
2005,48,1. Male,2. Married,1. White,4. College Grad,138.2991269
2003,31,1. Male,2. Married,1. White,3. Some College,108.8745258
2003,50,1. Male,2. Married,1. White,2. HS Grad,76.89360252
2004,41,1. Male,2. Married,1. White,4. College Grad,109.8339856
2008,47,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2004,37,1. Male,2. Married,1. White,2. HS Grad,75.35567932
2004,24,1. Male,1. Never Married,1. White,3. Some College,74.57116177
2004,53,1. Male,2. Married,1. White,1. < HS Grad,81.28325328
2004,39,1. Male,4. Divorced,1. White,2. HS Grad,95.23071257
2007,47,1. Male,2. Married,1. White,3. Some College,145.1436012
2006,36,1. Male,2. Married,1. White,4. College Grad,140.3982002
2006,34,1. Male,2. Married,1. White,4. College Grad,148.4131591
2004,45,1. Male,2. Married,1. White,3. Some College,99.6894637
2003,60,1. Male,2. Married,1. White,1. < HS Grad,59.09706408
2006,43,1. Male,2. Married,1. White,1. < HS Grad,118.8843593
2009,20,1. Male,1. Never Married,1. White,2. HS Grad,64.35102457
2008,27,1. Male,1. Never Married,1. White,4. College Grad,133.2323508
2004,35,1. Male,4. Divorced,1. White,2. HS Grad,59.09706408
2008,50,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2009,56,1. Male,2. Married,4. Other,2. HS Grad,60.15412466
2008,19,1. Male,1. Never Married,1. White,3. Some College,30.92375269
2006,35,1. Male,2. Married,1. White,4. College Grad,109.8339856
2005,23,1. Male,1. Never Married,1. White,1. < HS Grad,65.11085372
2003,45,1. Male,3. Widowed,4. Other,2. HS Grad,94.07271475
2004,54,1. Male,4. Divorced,1. White,1. < HS Grad,65.11085372
2008,43,1. Male,1. Never Married,1. White,2. HS Grad,87.98103279
2008,42,1. Male,2. Married,1. White,5. Advanced Degree,176.9896505
2005,51,1. Male,2. Married,1. White,4. College Grad,189.2441629
2007,49,1. Male,1. Never Married,1. White,4. College Grad,79.85490031
2006,48,1. Male,2. Married,1. White,2. HS Grad,111.1854619
2005,50,1. Male,4. Divorced,1. White,4. College Grad,118.8843593
2006,37,1. Male,2. Married,1. White,4. College Grad,81.28325328
2005,38,1. Male,2. Married,1. White,5. Advanced Degree,186.8766776
2009,58,1. Male,2. Married,1. White,4. College Grad,154.685293
2005,41,1. Male,2. Married,1. White,1. < HS Grad,124.7204462
2006,51,1. Male,2. Married,1. White,4. College Grad,277.7994802
2006,51,1. Male,2. Married,1. White,3. Some College,99.59198882
2006,44,1. Male,2. Married,1. White,1. < HS Grad,87.98103279
2003,43,1. Male,2. Married,1. White,4. College Grad,114.4757133
2004,34,1. Male,2. Married,1. White,3. Some College,145.1436012
2005,43,1. Male,2. Married,1. White,4. College Grad,138.2991269
2004,59,1. Male,2. Married,1. White,4. College Grad,256.4006496
2004,61,1. Male,4. Divorced,1. White,2. HS Grad,113.5670896
2008,40,1. Male,2. Married,1. White,1. < HS Grad,118.0197533
2009,49,1. Male,2. Married,1. White,3. Some College,104.9215065
2003,55,1. Male,2. Married,1. White,4. College Grad,130.9821774
2005,54,1. Male,2. Married,1. White,5. Advanced Degree,123.0896998
2004,41,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2006,29,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2009,66,1. Male,2. Married,2. Black,2. HS Grad,138.2991269
2006,61,1. Male,2. Married,1. White,5. Advanced Degree,107.4339706
2003,34,1. Male,4. Divorced,1. White,2. HS Grad,105.9278108
2007,41,1. Male,1. Never Married,1. White,2. HS Grad,121.4303138
2004,48,1. Male,4. Divorced,2. Black,1. < HS Grad,85.38394038
2005,26,1. Male,1. Never Married,1. White,4. College Grad,91.69922611
2006,54,1. Male,4. Divorced,1. White,3. Some College,90.48191336
2008,44,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2008,60,1. Male,4. Divorced,1. White,4. College Grad,147.1166892
2008,57,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2009,53,1. Male,2. Married,1. White,2. HS Grad,107.9039239
2007,54,1. Male,4. Divorced,1. White,5. Advanced Degree,118.8843593
2009,37,1. Male,2. Married,1. White,4. College Grad,104.9215065
2008,62,1. Male,2. Married,1. White,2. HS Grad,127.1157438
2003,40,1. Male,2. Married,1. White,3. Some College,87.98103279
2008,39,1. Male,2. Married,1. White,2. HS Grad,111.7208494
2005,55,1. Male,1. Never Married,2. Black,2. HS Grad,81.28325328
2006,57,1. Male,2. Married,1. White,4. College Grad,123.0896998
2003,45,1. Male,2. Married,1. White,4. College Grad,176.9896505
2003,41,1. Male,2. Married,1. White,4. College Grad,82.6796373
2007,28,1. Male,1. Never Married,1. White,3. Some College,102.7662809
2003,58,1. Male,2. Married,1. White,5. Advanced Degree,120.5894365
2008,47,1. Male,1. Never Married,2. Black,5. Advanced Degree,141.7751723
2007,60,1. Male,1. Never Married,1. White,5. Advanced Degree,106.9218141
2003,26,1. Male,1. Never Married,3. Asian,4. College Grad,268.266292
2006,52,1. Male,2. Married,1. White,3. Some College,109.8339856
2008,31,1. Male,2. Married,1. White,3. Some College,99.6894637
2007,63,1. Male,2. Married,3. Asian,5. Advanced Degree,200.5432623
2005,42,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2009,30,1. Male,1. Never Married,1. White,5. Advanced Degree,125.5254984
2007,52,1. Male,2. Married,1. White,3. Some College,114.4757133
2005,38,1. Male,2. Married,1. White,5. Advanced Degree,160.6424754
2008,29,1. Male,2. Married,1. White,1. < HS Grad,99.6894637
2007,42,1. Male,2. Married,1. White,4. College Grad,160.6424754
2007,57,1. Male,2. Married,1. White,4. College Grad,125.5254984
2005,46,1. Male,2. Married,2. Black,3. Some College,133.2323508
2003,21,1. Male,1. Never Married,1. White,1. < HS Grad,75.04315402
2005,34,1. Male,4. Divorced,1. White,3. Some College,109.8339856
2008,39,1. Male,1. Never Married,1. White,2. HS Grad,63.188861
2006,26,1. Male,1. Never Married,1. White,3. Some College,95.23071257
2004,42,1. Male,4. Divorced,1. White,1. < HS Grad,111.7208494
2004,48,1. Male,2. Married,1. White,3. Some College,78.3924668
2009,54,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2003,80,1. Male,2. Married,1. White,2. HS Grad,82.6796373
2006,37,1. Male,2. Married,1. White,2. HS Grad,78.3924668
2007,31,1. Male,1. Never Married,4. Other,3. Some College,81.28325328
2003,41,1. Male,5. Separated,1. White,2. HS Grad,70.81503862
2004,37,1. Male,2. Married,1. White,4. College Grad,148.4131591
2003,43,1. Male,1. Never Married,1. White,4. College Grad,130.6022275
2004,54,1. Male,2. Married,1. White,4. College Grad,200.5432623
2004,39,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2004,45,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2007,21,1. Male,1. Never Married,1. White,2. HS Grad,96.14407221
2005,59,1. Male,2. Married,2. Black,3. Some College,104.9215065
2007,29,1. Male,1. Never Married,3. Asian,4. College Grad,62.23868126
2009,29,1. Male,2. Married,1. White,4. College Grad,137.5901428
2005,33,1. Male,1. Never Married,2. Black,1. < HS Grad,87.98103279
2003,45,1. Male,2. Married,1. White,4. College Grad,155.9005061
2008,53,1. Male,4. Divorced,1. White,5. Advanced Degree,176.9896505
2003,63,1. Male,2. Married,1. White,4. College Grad,123.0896998
2004,56,1. Male,2. Married,1. White,4. College Grad,138.2991269
2003,21,1. Male,1. Never Married,1. White,2. HS Grad,63.188861
2007,39,1. Male,3. Widowed,3. Asian,2. HS Grad,73.77574327
2007,30,1. Male,2. Married,1. White,4. College Grad,182.020621
2003,42,1. Male,2. Married,1. White,4. College Grad,116.2653241
2004,40,1. Male,4. Divorced,1. White,3. Some College,94.07271475
2004,47,1. Male,2. Married,1. White,3. Some College,148.4131591
2005,43,1. Male,2. Married,1. White,3. Some College,20.08553692
2005,42,1. Male,4. Divorced,1. White,3. Some College,111.7208494
2008,50,1. Male,2. Married,1. White,4. College Grad,148.4131591
2004,39,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2007,50,1. Male,2. Married,1. White,4. College Grad,70.47601965
2005,60,1. Male,3. Widowed,2. Black,5. Advanced Degree,92.89584479
2009,57,1. Male,1. Never Married,1. White,3. Some College,87.98103279
2007,38,1. Male,2. Married,1. White,2. HS Grad,89.49247952
2004,49,1. Male,2. Married,1. White,2. HS Grad,102.8702469
2004,51,1. Male,4. Divorced,1. White,2. HS Grad,73.77574327
2004,33,1. Male,2. Married,1. White,3. Some College,66.22940829
2006,59,1. Male,1. Never Married,1. White,3. Some College,117.1468169
2006,41,1. Male,2. Married,1. White,2. HS Grad,101.8243521
2003,33,1. Male,2. Married,1. White,5. Advanced Degree,116.2653241
2008,28,1. Male,1. Never Married,1. White,4. College Grad,126.3238807
2009,49,1. Male,1. Never Married,1. White,3. Some College,82.74175417
2005,51,1. Male,5. Separated,1. White,4. College Grad,112.6488963
2008,36,1. Male,1. Never Married,1. White,4. College Grad,118.8843593
2003,26,1. Male,1. Never Married,1. White,3. Some College,87.98103279
2005,22,1. Male,1. Never Married,1. White,4. College Grad,54.02996518
2006,47,1. Male,2. Married,2. Black,2. HS Grad,117.1468169
2003,59,1. Male,2. Married,1. White,5. Advanced Degree,118.8843593
2004,41,1. Male,2. Married,1. White,4. College Grad,127.901233
2006,32,1. Male,1. Never Married,1. White,4. College Grad,87.98103279
2008,45,1. Male,2. Married,1. White,1. < HS Grad,109.8339856
2008,39,1. Male,2. Married,1. White,1. < HS Grad,68.74808773
2006,64,1. Male,2. Married,1. White,2. HS Grad,95.23071257
2004,36,1. Male,2. Married,3. Asian,4. College Grad,134.7053751
2004,61,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2003,34,1. Male,2. Married,1. White,1. < HS Grad,68.74808773
2004,52,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2008,33,1. Male,2. Married,1. White,2. HS Grad,81.28325328
2009,36,1. Male,2. Married,3. Asian,4. College Grad,150.6951821
2005,34,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2004,39,1. Male,1. Never Married,1. White,1. < HS Grad,75.35567932
2004,59,1. Male,3. Widowed,2. Black,5. Advanced Degree,141.7751723
2009,49,1. Male,2. Married,1. White,4. College Grad,175.9329977
2006,40,1. Male,2. Married,1. White,5. Advanced Degree,198.3502905
